535	150		
36.49	7.49	219	18
57.06	9.51	219	74
30.22	48.14	219	84
5.15	-3.56	219	89
34.59	-106.37	219	77
57.12	-2.12	219	74
16.45	-99.45	219	58
5.36	-0.10	219	22
28.56	-13.36	219	23
8.59	38.48	219	53
12.50	45.02	219	98
-34.48	138.38	219	88
30.23	-9.33	219	19
56.18	12.51	219	23
36.40	-4.30	219	41
40.38	8.17	219	71
35.11	-3.50	219	40
41.55	8.48	219	60
-37.01	174.47	219	83
38.17	-0.34	219	44
36.42	3.13	219	44
36.11	37.14	219	11
35.14	-101.42	219	28
31.58	35.59	219	39
52.18	4.46	219	97
61.10	-149.59	219	83
39.57	32.41	219	100
51.11	4.28	219	3
17.08	-61.47	219	37
43.37	13.22	219	71
29.38	35.01	219	70
59.39	17.55	219	42
15.18	38.55	219	50
-25.14	-57.31	219	39
23.58	32.47	219	12
37.54	23.44	219	51
33.46	-84.31	219	24
12.30	-70.01	219	41
24.26	54.28	219	38
36.55	30.48	219	66
26.16	50.38	219	64
40.29	50.01	219	5
39.11	-76.40	219	47
10.48	-74.52	219	71
-16.11	-52.30	219	73
10.25	45.01	219	30
41.18	2.05	219	74
32.22	-64.42	219	63
41.56	-72.41	219	2
40.39	17.57	219	72
44.49	20.19	219	72
9.21	34.31	219	71
32.06	20.16	219	75
52.29	13.24	219	60
48.27	-4.25	219	82
-19.48	3.45	219	7
33.49	35.29	219	94
54.39	-6.14	219	57
35.48	-101.22	219	10
4.24	18.31	219	99
13.04	-59.30	219	98
60.17	5.13	219	13
44.48	-68.50	219	4
33.14	44.14	219	47
45.40	9.24	219	54
33.34	-86.45	219	22
52.27	-1.45	219	7
42.33	9.29	219	94
45.48	-108.37	219	17
43.28	-1.32	219	74
13.21	-16.40	219	31
-3.19	29.19	219	98
13.55	100.36	219	85
12.38	-8.02	219	10
55.44	9.09	219	2
44.32	11.18	219	48
12.57	77.40	219	50
-15.41	34.58	219	59
27.13	56.22	219	68
-27.25	153.05	219	32
44.50	-0.43	219	32
4.42	-74.09	219	56
50.47	-1.51	219	8
19.05	72.52	219	5
67.16	14.22	219	16
42.22	-71.00	219	11
53.03	8.48	219	37
41.08	16.47	219	44
46.55	7.30	219	5
51.31	-2.35	219	35
50.54	4.29	219	96
-15.52	-47.55	219	19
47.35	7.32	219	19
48.10	16.13	219	30
47.27	19.15	219	15
-34.49	-58.32	219	32
42.55	-78.38	219	3
44.30	26.06	219	11
49.27	2.07	219	61
-4.15	15.15	219	25
39.15	9.04	219	49
30.08	31.24	219	65
23.11	113.16	219	94
33.33	-7.40	219	62
-11.54	22.45	219	44
4.49	-52.22	219	49
52.13	0.11	219	66
-35.19	149.12	219	9
10.36	-66.59	219	53
22.39	88.27	219	95
52.50	-1.19	219	32
49.01	2.33	219	62
43.33	6.57	219	32
45.40	-0.19	219	55
39.37	19.55	219	77
50.52	7.09	219	68
41.59	-87.54	219	62
41.48	12.36	219	83
9.34	-13.37	219	61
41.25	-81.51	219	56
3.26	-76.25	219	97
42.31	8.48	219	70
-28.02	145.37	219	61
7.11	79.53	219	17
40.04	-83.04	219	52
33.22	-7.35	219	67
48.07	7.22	219	89
44.22	28.29	219	18
45.40	-0.19	219	49
6.21	2.23	219	28
55.37	12.39	219	25
-33.58	18.36	219	10
37.28	15.04	219	21
10.27	-75.31	219	64
-26.25	146.14	219	1
39.00	17.05	219	4
12.12	-68.57	219	73
39.09	-84.20	219	43
39.03	-84.20	219	46
51.24	-3.12	219	9
29.11	-81.03	219	95
23.46	90.23	219	60
14.45	42.59	219	81
32.50	-96.51	219	86
33.25	36.31	219	57
-6.53	39.12	219	58
42.34	18.16	219	48
-29.58	30.57	219	82
38.51	-77.02	219	24
28.34	77.07	219	38
39.46	-104.53	219	88
32.46	-96.24	219	54
26.16	50.10	219	26
47.16	5.05	219	63
33.52	10.47	219	37
14.45	-17.30	219	22
4.01	9.43	219	3
19.08	30.26	219	83
25.16	51.34	219	93
49.22	0.10	219	85
-8.45	115.10	219	11
51.08	13.46	219	85
-12.25	130.52	219	67
42.14	-83.32	219	98
42.13	-83.21	219	32
53.26	-6.15	219	21
51.17	6.45	219	15
25.15	55.20	219	36
0.03	32.26	219	27
45.32	4.18	219	87
55.57	-3.22	219	43
51.27	5.23	219	21
31.48	-106.16	219	88
52.50	-1.19	219	90
48.19	6.04	219	100
40.07	33.00	219	70
40.09	82.40	219	58
40.42	-74.10	219	50
50.44	-3.25	219	43
-34.49	-58.32	219	54
64.49	-147.51	219	71
37.01	-7.58	219	58
-11.35	27.31	219	47
59.54	10.37	219	16
41.49	12.15	219	49
14.35	-61.00	219	73
33.56	45.80	219	12
-4.23	15.26	219	54
43.49	11.12	219	2
8.37	-13.12	219	19
41.26	15.32	219	15
50.02	8.34	219	79
44.12	12.04	219	83
-21.13	27.29	219	40
28.27	-13.52	219	13
53.29	-1.00	219	3
-19.27	29.52	219	37
54.23	18.28	219	97
60.12	11.05	219	39
24.57	10.10	219	9
-22.50	-43.15	219	39
55.52	-4.26	219	2
45.22	5.20	219	13
7.09	41.43	219	30
44.25	8.50	219	23
57.40	18.18	219	6
41.54	2.46	219	37
37.11	-3.47	219	78
47.00	15.26	219	90
51.09	-0.11	219	4
14.34	-90.32	219	31
46.14	6.07	219	68
-2.09	-79.53	219	80
52.28	9.42	219	80
53.38	10.00	219	25
60.19	24.58	219	75
35.20	25.11	219	34
30.20	120.51	219	14
22.19	114.12	219	46
31.40	6.09	219	6
35.33	139.46	219	42
21.20	-157.55	219	53
29.59	-95.28	219	29
38.57	-77.27	219	66
43.06	-78.57	219	91
38.52	1.22	219	63
47.34	-97.27	219	57
50.21	30.55	219	80
-25.44	-54.28	219	90
39.44	-86.17	219	48
40.59	28.49	219	73
38.17	27.10	219	10
21.30	39.12	219	62
49.13	-2.12	219	17
40.38	-73.46	219	5
11.33	43.10	219	50
-6.09	106.51	219	95
-26.08	28.15	219	38
-3.22	36.38	219	37
45.28	-73.44	219	60
12.03	8.31	219	96
34.34	69.12	219	35
63.59	-22.37	219	48
-1.58	30.08	219	24
22.34	120.17	219	10
24.54	67.09	219	32
-6.18	155.43	219	71
17.56	-76.48	219	28
50.05	19.47	219	75
15.36	32.33	219	25
27.42	85.22	219	36
3.08	101.33	219	94
29.13	47.58	219	43
-8.51	13.14	219	97
10.36	-66.59	219	46
36.04	-115.09	219	20
33.56	-118.24	219	8
53.52	-1.39	219	92
48.58	2.27	219	14
0.27	9.25	219	36
34.52	33.38	219	57
43.11	0.00	219	14
59.49	30.17	219	69
36.51	-2.22	219	22
51.24	12.25	219	78
51.25	12.14	219	5
6.10	1.15	219	19
40.46	-73.52	219	7
33.57	-118.24	219	9
50.38	5.27	219	55
51.09	-0.11	219	6
51.28	-0.27	219	14
50.34	3.05	219	43
-12.01	-77.07	219	25
45.27	9.16	219	73
38.46	-9.08	219	32
46.13	14.28	219	10
35.30	12.37	219	84
48.14	14.11	219	82
51.28	-0.27	219	8
6.35	3.20	219	31
27.56	-15.23	219	19
-16.30	-68.11	219	76
53.21	-2.53	219	50
6.10	1.15	219	56
51.53	-0.22	219	85
-25.55	32.34	219	23
-15.20	28.27	219	23
4.27	114.00	219	60
49.37	6.12	219	97
-17.49	25.49	219	19
25.41	32.43	219	68
45.44	4.56	219	56
13.00	80.11	219	44
40.29	-3.34	219	54
31.52	-4.13	219	18
53.21	-2.16	219	18
-3.04	-60.00	219	19
10.34	-71.44	219	18
-4.02	39.36	219	18
46.22	15.47	219	25
39.18	-94.44	219	63
28.32	-81.20	219	26
23.36	58.17	219	56
44.25	8.50	219	58
-37.44	144.54	219	83
24.31	39.42	219	6
-37.41	144.51	219	84
19.26	-99.04	219	96
12.07	-86.11	219	81
2.01	45.19	219	76
25.48	-80.17	219	42
20.56	-89.41	219	44
45.27	9.16	219	78
35.45	10.45	219	11
39.07	-94.36	219	39
35.52	14.29	219	21
4.11	73.32	219	31
47.45	7.26	219	68
55.33	13.22	219	6
54.31	-1.25	219	12
14.31	121.01	219	54
55.58	37.25	219	88
43.35	3.58	219	27
-25.55	32.34	219	12
-8.58	125.13	219	89
43.26	5.13	219	51
-20.26	57.41	219	12
51.21	1.21	219	26
44.53	-93.13	219	30
53.52	27.33	219	38
50.55	5.47	219	80
29.59	-90.16	219	42
-26.31	31.19	219	60
48.08	11.42	219	55
-34.50	-56.02	219	92
45.38	8.43	219	28
49.05	6.08	219	50
-17.45	177.27	219	100
40.53	14.18	219	8
25.02	-77.28	219	70
-1.19	36.56	219	66
43.40	7.13	219	85
55.02	-1.41	219	6
45.56	6.06	219	4
12.08	15.02	219	5
32.56	129.56	219	20
35.09	36.17	219	31
13.29	2.10	219	89
18.06	-15.57	219	56
-13.00	28.39	219	95
58.35	16.15	219	33
35.45	140.23	219	21
47.09	-1.36	219	53
49.30	11.05	219	66
52.41	1.17	219	45
40.38	-73.46	219	13
55.28	10.20	219	80
46.26	30.41	219	67
26.21	127.46	219	67
35.26	-97.46	219	79
40.54	9.31	219	66
41.07	-95.55	219	48
41.14	-8.41	219	46
41.59	-87.54	219	91
51.50	-8.29	219	27
28.26	-81.19	219	21
35.38	-0.37	219	32
48.43	2.23	219	68
34.47	135.27	219	33
60.12	11.05	219	23
51.12	2.52	219	46
44.34	26.06	219	59
12.21	-1.31	219	40
43.26	-5.50	219	97
18.34	-72.17	219	41
48.43	2.23	219	65
40.05	116.36	219	42
-31.56	115.58	219	82
4.52	7.02	219	20
37.08	-76.30	219	45
39.52	-75.15	219	77
33.26	-112.01	219	46
55.52	-4.26	219	70
46.35	0.18	219	95
40.30	-80.14	219	69
-5.15	39.49	219	43
39.33	2.44	219	43
38.10	13.06	219	15
11.33	104.51	219	30
36.49	11.58	219	81
-9.27	147.13	219	94
10.36	-61.21	219	50
9.05	-79.23	219	85
50.06	14.16	219	11
43.41	10.24	219	69
42.26	14.11	219	97
16.16	-61.32	219	41
9.03	-79.24	219	29
43.23	-0.25	219	23
45.39	12.12	219	23
31.37	-8.03	219	78
34.03	-6.45	219	44
-8.08	-34.55	219	69
38.04	15.39	219	79
64.08	-21.57	219	23
16.54	96.09	219	57
49.19	4.03	219	37
36.23	28.07	219	52
-29.43	-53.42	219	84
-22.50	-43.15	219	89
45.13	14.35	219	84
44.01	12.37	219	91
48.04	-1.44	219	61
6.14	-10.22	219	49
41.49	12.15	219	24
14.10	145.15	219	60
-32.55	-60.47	219	45
51.57	4.26	219	51
24.42	46.44	219	12
33.37	73.06	219	88
6.30	-58.15	219	71
15.29	44.13	219	6
13.42	-89.07	219	83
32.44	-117.11	219	22
-23.00	-47.08	219	93
29.32	-98.28	219	60
-17.56	31.06	219	33
48.31	-24.80	219	94
-33.23	-70.47	219	3
42.54	-8.25	219	60
33.14	44.14	219	11
18.26	-69.40	219	6
47.27	-122.18	219	19
27.00	14.27	219	96
37.33	126.48	219	73
51.34	0.42	219	22
-4.40	55.31	219	25
37.37	-122.23	219	66
31.12	121.20	219	56
25.21	55.24	219	78
16.45	-22.57	219	46
1.21	103.54	219	27
37.22	-121.56	219	85
43.49	18.20	219	73
9.58	-84.16	219	80
9.59	-84.12	219	51
18.26	-66.01	219	52
40.31	22.58	219	11
41.58	21.38	219	32
40.53	-111.57	219	72
36.58	-25.10	219	74
52.42	-8.55	219	33
42.42	23.24	219	44
43.32	16.18	219	96
-12.54	-38.20	219	40
38.45	-90.22	219	88
51.33	0.14	219	49
59.39	17.55	219	11
48.41	9.13	219	7
38.54	16.15	219	22
58.53	5.38	219	78
55.58	37.25	219	99
37.26	-5.54	219	26
48.32	7.38	219	83
52.22	13.30	219	67
-33.56	151.10	219	89
29.33	52.36	219	10
47.48	13.00	219	5
40.31	17.24	219	58
41.19	69.24	219	94
28.29	-16.20	219	58
38.31	-28.43	219	32
43.11	0.00	219	81
28.29	-16.20	219	89
14.02	-87.14	219	53
52.29	13.24	219	25
35.41	51.19	219	99
41.20	19.47	219	56
32.40	13.09	219	41
43.37	1.23	219	31
32.01	34.53	219	5
22.49	5.27	219	71
0.23	6.43	219	56
35.43	-5.55	219	44
-18.48	47.29	219	17
33.56	8.06	219	13
-24.42	-53.42	219	42
25.04	121.33	219	89
37.55	12.29	219	27
51.23	-2.43	219	91
45.12	7.39	219	9
45.50	13.28	219	91
45.39	12.12	219	82
47.26	0.43	219	42
36.18	-95.52	219	96
36.51	10.14	219	86
52.34	13.18	219	20
35.33	139.46	219	68
35.54	-83.53	219	41
40.62	13.11	219	93
-0.08	-78.29	219	12
12.41	101.01	219	44
13.45	-60.57	219	7
44.55	4.58	219	38
43.14	27.49	219	55
45.30	12.21	219	76
-23.00	-47.08	219	70
48.07	16.33	219	47
39.29	-0.29	219	55
41.42	-4.51	219	48
45.24	10.53	219	2
38.57	-77.27	219	61
52.10	20.58	219	64
36.45	-6.04	219	81
53.19	-113.35	219	59
44.53	-63.31	219	76
45.41	-74.02	219	33
45.19	-75.40	219	97
46.48	-71.24	219	15
42.16	-82.58	219	38
48.57	-54.34	219	28
45.28	-73.44	219	28
49.11	-123.10	219	23
49.55	-97.14	219	61
51.07	-114.01	219	62
47.37	-52.45	219	13
43.41	-79.38	219	31
44.06	15.21	219	10
45.45	16.04	219	29
41.40	-1.03	219	31
-6.13	39.13	219	26
47.28	8.33	219	94
51.33	0.14	219	46
24.58	91.53	219	98
