535	5		
36.49	7.49	6546	18
57.06	9.51	6546	74
30.22	48.14	6546	84
5.15	-3.56	6546	89
34.59	-106.37	6546	77
57.12	-2.12	6546	74
16.45	-99.45	6546	58
5.36	-0.10	6546	22
28.56	-13.36	6546	23
8.59	38.48	6546	53
12.50	45.02	6546	98
-34.48	138.38	6546	88
30.23	-9.33	6546	19
56.18	12.51	6546	23
36.40	-4.30	6546	41
40.38	8.17	6546	71
35.11	-3.50	6546	40
41.55	8.48	6546	60
-37.01	174.47	6546	83
38.17	-0.34	6546	44
36.42	3.13	6546	44
36.11	37.14	6546	11
35.14	-101.42	6546	28
31.58	35.59	6546	39
52.18	4.46	6546	97
61.10	-149.59	6546	83
39.57	32.41	6546	100
51.11	4.28	6546	3
17.08	-61.47	6546	37
43.37	13.22	6546	71
29.38	35.01	6546	70
59.39	17.55	6546	42
15.18	38.55	6546	50
-25.14	-57.31	6546	39
23.58	32.47	6546	12
37.54	23.44	6546	51
33.46	-84.31	6546	24
12.30	-70.01	6546	41
24.26	54.28	6546	38
36.55	30.48	6546	66
26.16	50.38	6546	64
40.29	50.01	6546	5
39.11	-76.40	6546	47
10.48	-74.52	6546	71
-16.11	-52.30	6546	73
10.25	45.01	6546	30
41.18	2.05	6546	74
32.22	-64.42	6546	63
41.56	-72.41	6546	2
40.39	17.57	6546	72
44.49	20.19	6546	72
9.21	34.31	6546	71
32.06	20.16	6546	75
52.29	13.24	6546	60
48.27	-4.25	6546	82
-19.48	3.45	6546	7
33.49	35.29	6546	94
54.39	-6.14	6546	57
35.48	-101.22	6546	10
4.24	18.31	6546	99
13.04	-59.30	6546	98
60.17	5.13	6546	13
44.48	-68.50	6546	4
33.14	44.14	6546	47
45.40	9.24	6546	54
33.34	-86.45	6546	22
52.27	-1.45	6546	7
42.33	9.29	6546	94
45.48	-108.37	6546	17
43.28	-1.32	6546	74
13.21	-16.40	6546	31
-3.19	29.19	6546	98
13.55	100.36	6546	85
12.38	-8.02	6546	10
55.44	9.09	6546	2
44.32	11.18	6546	48
12.57	77.40	6546	50
-15.41	34.58	6546	59
27.13	56.22	6546	68
-27.25	153.05	6546	32
44.50	-0.43	6546	32
4.42	-74.09	6546	56
50.47	-1.51	6546	8
19.05	72.52	6546	5
67.16	14.22	6546	16
42.22	-71.00	6546	11
53.03	8.48	6546	37
41.08	16.47	6546	44
46.55	7.30	6546	5
51.31	-2.35	6546	35
50.54	4.29	6546	96
-15.52	-47.55	6546	19
47.35	7.32	6546	19
48.10	16.13	6546	30
47.27	19.15	6546	15
-34.49	-58.32	6546	32
42.55	-78.38	6546	3
44.30	26.06	6546	11
49.27	2.07	6546	61
-4.15	15.15	6546	25
39.15	9.04	6546	49
30.08	31.24	6546	65
23.11	113.16	6546	94
33.33	-7.40	6546	62
-11.54	22.45	6546	44
4.49	-52.22	6546	49
